"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
3.09	0.11	-0.07	3.28	9.98	3.91
3.09	0.11	-0.07	3.29	9.98	3.92
3.10	0.11	-0.07	3.29	9.97	3.93
3.11	0.11	-0.07	3.29	9.98	3.92
3.11	0.11	-0.07	3.30	9.98	3.92
3.12	0.11	-0.07	3.31	9.97	3.93
3.12	0.11	-0.07	3.31	9.98	3.92
3.13	0.11	-0.07	3.31	9.98	3.92
3.13	0.11	-0.07	3.31	9.98	3.93
3.14	0.11	-0.07	3.32	9.97	3.93
3.14	0.11	-0.07	3.32	9.97	3.93
3.15	0.11	-0.07	3.33	9.98	3.93
3.16	0.11	-0.07	3.33	9.98	3.93
3.16	0.11	-0.07	3.34	9.98	3.93
3.17	0.11	-0.07	3.34	9.97	3.94
3.17	0.11	-0.07	3.34	9.96	3.95
3.18	0.11	-0.07	3.35	9.97	3.95
3.18	0.11	-0.07	3.35	9.97	3.95
3.19	0.11	-0.07	3.36	9.97	3.95
3.19	0.11	-0.07	3.36	9.98	3.94
3.20	0.11	-0.07	3.37	9.98	3.94
3.21	0.11	-0.07	3.37	9.98	3.94
3.21	0.11	-0.07	3.37	9.99	3.93
3.22	0.11	-0.07	3.38	9.99	3.94
3.22	0.11	-0.07	3.38	9.98	3.95
3.23	0.11	-0.07	3.38	9.98	3.95
3.23	0.11	-0.07	3.39	9.98	3.95
3.24	0.11	-0.07	3.39	9.99	3.94
3.24	0.11	-0.07	3.39	9.99	3.94
3.25	0.11	-0.07	3.40	9.99	3.94
3.26	0.11	-0.07	3.40	9.98	3.96
3.26	0.11	-0.07	3.40	9.97	3.97
3.27	0.11	-0.07	3.41	9.96	3.98
3.27	0.12	-0.07	3.42	9.95	3.99
3.28	0.12	-0.07	3.42	9.96	3.98
3.28	0.12	-0.07	3.42	9.97	3.97
3.29	0.12	-0.07	3.43	9.98	3.97
3.29	0.12	-0.07	3.43	9.98	3.97
3.30	0.12	-0.07	3.43	9.97	3.97
3.31	0.12	-0.07	3.44	9.97	3.98
3.31	0.12	-0.07	3.44	9.97	3.98
3.32	0.12	-0.07	3.45	9.96	3.98
3.32	0.12	-0.07	3.45	9.97	3.98
3.33	0.12	-0.07	3.45	9.97	3.98
3.33	0.12	-0.07	3.46	9.97	3.98
3.34	0.12	-0.07	3.46	9.98	3.97
3.34	0.12	-0.07	3.46	9.98	3.98
3.35	0.12	-0.07	3.47	9.97	3.98
3.36	0.12	-0.07	3.47	9.96	4.00
3.36	0.12	-0.07	3.48	9.96	3.99
3.37	0.12	-0.07	3.48	9.97	3.99
3.37	0.12	-0.07	3.49	9.97	3.99
3.38	0.12	-0.07	3.49	9.98	3.99
3.38	0.12	-0.07	3.49	9.97	3.99
3.39	0.12	-0.07	3.49	9.96	4.00
3.39	0.12	-0.07	3.50	9.97	4.00
3.40	0.12	-0.07	3.50	9.98	3.99
3.41	0.12	-0.07	3.50	9.98	3.99
3.41	0.12	-0.07	3.51	9.97	4.00
3.42	0.12	-0.08	3.52	9.96	4.01
3.42	0.12	-0.08	3.52	9.96	4.01
3.43	0.12	-0.08	3.52	9.97	4.01
3.43	0.12	-0.08	3.53	9.98	4.00
3.44	0.12	-0.08	3.53	9.98	4.00
3.44	0.12	-0.08	3.53	9.97	4.01
3.45	0.12	-0.08	3.54	9.96	4.02
3.46	0.12	-0.08	3.54	9.96	4.02
3.46	0.12	-0.08	3.55	9.96	4.02
3.47	0.12	-0.08	3.55	9.96	4.03
3.47	0.12	-0.08	3.55	9.95	4.03
3.48	0.12	-0.08	3.56	9.94	4.04
3.48	0.12	-0.08	3.56	9.95	4.04
3.49	0.12	-0.08	3.56	9.95	4.03
3.49	0.12	-0.08	3.57	9.95	4.04
3.50	0.12	-0.08	3.58	9.96	4.03
3.51	0.12	-0.08	3.58	9.96	4.03
3.51	0.12	-0.08	3.58	9.95	4.04
3.52	0.12	-0.08	3.59	9.96	4.03
3.52	0.12	-0.08	3.59	9.96	4.03
3.53	0.12	-0.08	3.59	9.96	4.04
3.53	0.12	-0.08	3.60	9.96	4.03
3.54	0.12	-0.08	3.60	9.98	4.02
3.54	0.12	-0.08	3.60	9.98	4.02
3.55	0.13	-0.08	3.61	9.97	4.03
3.56	0.13	-0.08	3.61	9.96	4.05
3.56	0.13	-0.08	3.61	9.96	4.05
3.57	0.13	-0.08	3.62	9.96	4.05
3.57	0.13	-0.08	3.62	9.97	4.04
3.58	0.13	-0.08	3.63	9.97	4.04
3.58	0.13	-0.08	3.63	9.96	4.05
3.59	0.13	-0.08	3.64	9.95	4.06
3.59	0.13	-0.08	3.64	9.95	4.06
3.60	0.13	-0.08	3.64	9.95	4.06
3.61	0.13	-0.08	3.65	9.95	4.06
3.61	0.13	-0.08	3.65	9.95	4.07
3.62	0.13	-0.08	3.65	9.94	4.08
3.62	0.13	-0.08	3.66	9.93	4.09
3.63	0.13	-0.08	3.66	9.94	4.08
3.63	0.13	-0.08	3.66	9.94	4.08
3.64	0.13	-0.08	3.67	9.94	4.08
3.64	0.13	-0.08	3.67	9.93	4.09
3.65	0.13	-0.08	3.68	9.93	4.10
3.66	0.13	-0.08	3.68	9.94	4.09
3.66	0.13	-0.08	3.68	9.94	4.09
3.67	0.13	-0.08	3.69	9.94	4.09
3.67	0.13	-0.08	3.69	9.94	4.09
3.68	0.13	-0.08	3.70	9.96	4.08
3.68	0.13	-0.08	3.70	9.96	4.08
3.69	0.13	-0.08	3.70	9.95	4.08
3.69	0.13	-0.08	3.70	9.94	4.09
3.70	0.13	-0.08	3.71	9.95	4.09
3.71	0.13	-0.08	3.72	9.95	4.09
3.71	0.13	-0.08	3.72	9.94	4.10
3.72	0.13	-0.08	3.72	9.94	4.10
3.72	0.13	-0.08	3.73	9.94	4.11
3.73	0.13	-0.08	3.73	9.94	4.10
3.73	0.13	-0.08	3.73	9.95	4.10
3.74	0.13	-0.08	3.74	9.94	4.10
3.74	0.13	-0.08	3.74	9.94	4.11
3.75	0.13	-0.08	3.75	9.93	4.11
3.76	0.13	-0.08	3.75	9.94	4.11
3.76	0.13	-0.08	3.75	9.94	4.11
3.77	0.13	-0.08	3.76	9.94	4.12
3.77	0.13	-0.08	3.76	9.93	4.12
3.78	0.13	-0.08	3.76	9.94	4.11
3.78	0.13	-0.08	3.77	9.94	4.12
3.79	0.13	-0.08	3.77	9.93	4.13
3.79	0.13	-0.08	3.78	9.94	4.12
3.80	0.13	-0.08	3.78	9.94	4.12
3.81	0.13	-0.08	3.78	9.93	4.13
3.81	0.13	-0.08	3.79	9.93	4.14
3.82	0.13	-0.08	3.79	9.93	4.13
3.82	0.13	-0.08	3.79	9.93	4.13
3.83	0.14	-0.08	3.80	9.93	4.14
3.83	0.14	-0.08	3.80	9.93	4.13
3.84	0.14	-0.09	3.80	9.93	4.14
3.84	0.14	-0.08	3.81	9.93	4.14
3.85	0.14	-0.09	3.82	9.93	4.14
3.86	0.14	-0.09	3.82	9.93	4.14
3.86	0.14	-0.09	3.82	9.94	4.14
3.87	0.14	-0.09	3.82	9.94	4.14
3.87	0.14	-0.09	3.83	9.93	4.15
3.88	0.14	-0.09	3.83	9.92	4.16
3.88	0.14	-0.09	3.83	9.92	4.16
3.89	0.14	-0.09	3.84	9.93	4.15
3.89	0.14	-0.09	3.84	9.94	4.14
3.90	0.14	-0.09	3.85	9.94	4.14
3.91	0.14	-0.09	3.85	9.93	4.15
3.91	0.14	-0.09	3.85	9.94	4.15
3.92	0.14	-0.09	3.86	9.95	4.14
3.92	0.14	-0.09	3.86	9.96	4.12
3.93	0.14	-0.09	3.86	9.97	4.12
3.93	0.14	-0.09	3.87	9.96	4.13
3.94	0.14	-0.09	3.87	9.95	4.14
3.94	0.14	-0.09	3.87	9.93	4.16
3.95	0.14	-0.09	3.88	9.92	4.17
3.96	0.14	-0.09	3.88	9.91	4.18
3.96	0.14	-0.09	3.89	9.92	4.18
3.97	0.14	-0.09	3.89	9.93	4.17
3.97	0.14	-0.09	3.89	9.94	4.16
3.98	0.14	-0.09	3.90	9.94	4.16
3.98	0.14	-0.09	3.90	9.93	4.17
3.99	0.14	-0.09	3.90	9.93	4.17
3.99	0.14	-0.09	3.91	9.93	4.17
4.00	0.14	-0.09	3.91	9.92	4.18
4.01	0.14	-0.09	3.92	9.92	4.18
4.01	0.14	-0.09	3.91	9.93	4.17
4.02	0.14	-0.09	3.92	9.93	4.18
4.02	0.14	-0.09	3.92	9.93	4.18
4.03	0.14	-0.09	3.93	9.92	4.19
4.03	0.14	-0.09	3.93	9.91	4.20
4.04	0.14	-0.09	3.94	9.91	4.20
4.04	0.14	-0.09	3.94	9.92	4.20
4.05	0.14	-0.09	3.94	9.92	4.19
4.06	0.14	-0.09	3.95	9.93	4.19
4.06	0.14	-0.09	3.95	9.93	4.19
4.07	0.14	-0.09	3.95	9.93	4.19
4.07	0.14	-0.09	3.96	9.95	4.17
4.08	0.14	-0.09	3.96	9.95	4.17
4.08	0.14	-0.09	3.96	9.94	4.18
4.09	0.14	-0.09	3.97	9.93	4.19
4.09	0.14	-0.09	3.97	9.92	4.21
4.10	0.15	-0.09	3.98	9.91	4.21
4.11	0.15	-0.09	3.98	9.91	4.21
4.11	0.15	-0.09	3.98	9.91	4.21
4.12	0.15	-0.09	3.99	9.92	4.21
4.12	0.15	-0.09	3.99	9.92	4.21
4.13	0.15	-0.09	3.99	9.92	4.22
4.13	0.15	-0.09	4.00	9.91	4.22
4.14	0.15	-0.09	4.00	9.91	4.23
4.14	0.15	-0.09	4.00	9.92	4.22
4.15	0.15	-0.09	4.01	9.91	4.22
4.16	0.15	-0.09	4.01	9.91	4.23
4.16	0.15	-0.09	4.01	9.91	4.23
4.17	0.15	-0.09	4.02	9.91	4.23
4.17	0.15	-0.09	4.02	9.91	4.23
4.18	0.15	-0.09	4.03	9.91	4.23
4.18	0.15	-0.09	4.03	9.91	4.23
4.19	0.15	-0.09	4.03	9.90	4.24
4.19	0.15	-0.09	4.04	9.90	4.24
4.20	0.15	-0.09	4.04	9.91	4.24
4.21	0.15	-0.09	4.04	9.91	4.24
4.21	0.15	-0.09	4.05	9.91	4.24
4.22	0.15	-0.09	4.05	9.90	4.25
4.22	0.15	-0.09	4.06	9.90	4.25
4.23	0.15	-0.09	4.06	9.90	4.25
4.23	0.15	-0.09	4.06	9.91	4.24
4.24	0.15	-0.09	4.06	9.92	4.24
4.24	0.15	-0.09	4.07	9.91	4.24
4.25	0.15	-0.09	4.07	9.90	4.25
4.26	0.15	-0.09	4.08	9.91	4.25
4.26	0.15	-0.10	4.08	9.91	4.25
4.27	0.15	-0.10	4.08	9.91	4.25
4.27	0.15	-0.09	4.09	9.91	4.25
4.28	0.15	-0.10	4.09	9.91	4.26
4.28	0.15	-0.10	4.09	9.90	4.27
4.29	0.15	-0.10	4.10	9.90	4.27
4.29	0.15	-0.10	4.10	9.90	4.27
4.30	0.15	-0.10	4.11	9.90	4.26
4.31	0.15	-0.10	4.11	9.91	4.26
4.31	0.15	-0.10	4.11	9.90	4.27
4.32	0.15	-0.10	4.12	9.90	4.28
4.32	0.15	-0.10	4.12	9.89	4.28
4.33	0.15	-0.10	4.12	9.90	4.28
4.33	0.15	-0.10	4.13	9.91	4.26
4.34	0.15	-0.10	4.13	9.91	4.26
4.34	0.15	-0.10	4.13	9.91	4.27
4.35	0.15	-0.10	4.13	9.90	4.28
4.36	0.15	-0.10	4.14	9.90	4.28
4.36	0.15	-0.10	4.14	9.91	4.27
4.37	0.15	-0.10	4.15	9.92	4.26
4.37	0.15	-0.10	4.15	9.92	4.26
4.38	0.16	-0.10	4.15	9.92	4.26
4.38	0.16	-0.10	4.16	9.93	4.25
4.39	0.16	-0.10	4.16	9.94	4.25
4.39	0.16	-0.10	4.16	9.93	4.26
4.40	0.16	-0.10	4.17	9.92	4.27
4.41	0.16	-0.10	4.17	9.91	4.28
4.41	0.16	-0.10	4.17	9.91	4.28
4.42	0.16	-0.10	4.18	9.92	4.28
4.42	0.16	-0.10	4.18	9.92	4.28
4.43	0.16	-0.10	4.18	9.91	4.28
4.43	0.16	-0.10	4.19	9.90	4.29
4.44	0.16	-0.10	4.19	9.91	4.29
4.44	0.16	-0.10	4.20	9.91	4.29
4.45	0.16	-0.10	4.20	9.90	4.30
4.46	0.16	-0.10	4.20	9.91	4.29
4.46	0.16	-0.10	4.20	9.91	4.29
4.47	0.16	-0.10	4.21	9.90	4.30
4.47	0.16	-0.10	4.21	9.90	4.31
4.48	0.16	-0.10	4.22	9.90	4.31
4.48	0.16	-0.10	4.22	9.90	4.31
4.49	0.16	-0.10	4.22	9.90	4.31
4.49	0.16	-0.10	4.23	9.91	4.30
4.50	0.16	-0.10	4.23	9.91	4.30
4.51	0.16	-0.10	4.23	9.90	4.31
4.51	0.16	-0.10	4.23	9.90	4.31
4.52	0.16	-0.10	4.24	9.91	4.30
4.52	0.16	-0.10	4.24	9.90	4.31
4.53	0.16	-0.10	4.25	9.90	4.32
4.53	0.16	-0.10	4.25	9.91	4.31
4.54	0.16	-0.10	4.25	9.90	4.32
4.54	0.16	-0.10	4.26	9.89	4.33
4.55	0.16	-0.10	4.26	9.88	4.34
4.56	0.16	-0.10	4.26	9.88	4.34
4.56	0.16	-0.10	4.27	9.89	4.34
4.57	0.16	-0.10	4.27	9.89	4.33
4.57	0.16	-0.10	4.27	9.90	4.33
4.58	0.16	-0.10	4.28	9.90	4.33
4.58	0.16	-0.10	4.28	9.90	4.33
4.59	0.16	-0.10	4.28	9.90	4.32
4.59	0.16	-0.10	4.29	9.90	4.33
4.60	0.16	-0.10	4.29	9.90	4.33
4.61	0.16	-0.10	4.29	9.90	4.33
4.61	0.16	-0.10	4.30	9.90	4.33
4.62	0.16	-0.10	4.30	9.89	4.35
4.62	0.16	-0.10	4.30	9.88	4.36
4.63	0.16	-0.10	4.31	9.87	4.36
4.63	0.16	-0.10	4.31	9.88	4.36
4.64	0.16	-0.10	4.32	9.88	4.35
4.64	0.16	-0.10	4.32	9.89	4.35
4.65	0.17	-0.10	4.32	9.89	4.35
4.66	0.17	-0.10	4.33	9.89	4.36
4.66	0.17	-0.10	4.33	9.88	4.37
4.67	0.17	-0.10	4.33	9.88	4.36
4.67	0.17	-0.10	4.34	9.88	4.36
4.68	0.17	-0.10	4.34	9.89	4.36
4.68	0.17	-0.10	4.34	9.88	4.36
4.69	0.17	-0.11	4.35	9.88	4.37
4.69	0.17	-0.11	4.35	9.88	4.38
4.70	0.17	-0.11	4.35	9.88	4.37
4.71	0.17	-0.11	4.36	9.89	4.36
4.71	0.17	-0.11	4.36	9.89	4.36
4.72	0.17	-0.11	4.36	9.89	4.36
4.72	0.17	-0.11	4.37	9.89	4.36
4.73	0.17	-0.11	4.37	9.89	4.37
4.73	0.17	-0.11	4.37	9.89	4.37
4.74	0.17	-0.11	4.38	9.89	4.37
4.74	0.17	-0.11	4.38	9.89	4.37
4.75	0.17	-0.11	4.38	9.89	4.37
4.76	0.17	-0.11	4.39	9.89	4.37
4.76	0.17	-0.11	4.39	9.90	4.37
4.77	0.17	-0.11	4.39	9.89	4.37
4.77	0.17	-0.11	4.40	9.88	4.38
4.78	0.17	-0.11	4.40	9.87	4.39
4.78	0.17	-0.11	4.40	9.87	4.39
4.79	0.17	-0.11	4.41	9.88	4.38
4.79	0.17	-0.11	4.41	9.89	4.38
4.80	0.17	-0.11	4.41	9.89	4.38
4.81	0.17	-0.11	4.42	9.88	4.39
4.81	0.17	-0.11	4.42	9.88	4.39
4.82	0.17	-0.11	4.42	9.88	4.39
4.82	0.17	-0.11	4.43	9.88	4.40
4.83	0.17	-0.11	4.43	9.88	4.39
4.83	0.17	-0.11	4.43	9.88	4.39
4.84	0.17	-0.11	4.44	9.88	4.40
4.84	0.17	-0.11	4.44	9.88	4.40
4.85	0.17	-0.11	4.44	9.88	4.40
4.86	0.17	-0.11	4.44	9.88	4.40
4.86	0.17	-0.11	4.45	9.87	4.41
4.87	0.17	-0.11	4.45	9.88	4.41
4.87	0.17	-0.11	4.45	9.88	4.41
4.88	0.17	-0.11	4.46	9.88	4.41
4.88	0.17	-0.11	4.46	9.88	4.41
4.89	0.17	-0.11	4.47	9.88	4.41
4.89	0.17	-0.11	4.47	9.88	4.41
4.90	0.17	-0.11	4.47	9.87	4.42
4.91	0.17	-0.11	4.48	9.87	4.42
4.91	0.17	-0.11	4.48	9.87	4.42
4.92	0.17	-0.11	4.48	9.87	4.42
4.92	0.17	-0.11	4.49	9.87	4.43
4.93	0.18	-0.11	4.49	9.87	4.43
4.93	0.18	-0.11	4.49	9.87	4.43
4.94	0.18	-0.11	4.50	9.87	4.43
4.94	0.18	-0.11	4.50	9.88	4.42
4.95	0.18	-0.11	4.50	9.87	4.43
4.96	0.18	-0.11	4.51	9.88	4.43
4.96	0.18	-0.11	4.51	9.87	4.43
4.97	0.18	-0.11	4.51	9.87	4.44
4.97	0.18	-0.11	4.52	9.86	4.45
4.98	0.18	-0.11	4.52	9.86	4.44
4.98	0.18	-0.11	4.52	9.87	4.44
4.99	0.18	-0.11	4.53	9.87	4.44
4.99	0.18	-0.11	4.53	9.88	4.43
5.00	0.18	-0.11	4.53	9.88	4.43
5.01	0.18	-0.11	4.54	9.87	4.44
5.01	0.18	-0.11	4.54	9.87	4.44
5.02	0.18	-0.11	4.55	9.87	4.45
5.02	0.18	-0.11	4.55	9.87	4.45
5.03	0.18	-0.11	4.55	9.87	4.45
5.03	0.18	-0.11	4.55	9.87	4.45
5.04	0.18	-0.11	4.55	9.87	4.45
5.04	0.18	-0.11	4.56	9.87	4.45
5.05	0.18	-0.11	4.56	9.86	4.46
5.06	0.18	-0.11	4.57	9.86	4.47
5.06	0.18	-0.11	4.57	9.86	4.46
5.07	0.18	-0.11	4.57	9.87	4.45
5.07	0.18	-0.11	4.58	9.87	4.45
5.08	0.18	-0.11	4.58	9.87	4.46
5.08	0.18	-0.11	4.58	9.86	4.47
5.09	0.18	-0.11	4.59	9.85	4.48
5.09	0.18	-0.11	4.59	9.85	4.48
5.10	0.18	-0.11	4.59	9.86	4.47
5.11	0.18	-0.12	4.60	9.87	4.46
5.11	0.18	-0.11	4.60	9.87	4.47
5.12	0.18	-0.12	4.60	9.86	4.47
5.12	0.18	-0.12	4.60	9.85	4.48
5.13	0.18	-0.12	4.61	9.85	4.48
5.13	0.18	-0.12	4.61	9.85	4.48
5.14	0.18	-0.12	4.62	9.85	4.49
5.14	0.18	-0.12	4.62	9.84	4.50
5.15	0.18	-0.12	4.62	9.85	4.49
5.16	0.18	-0.12	4.63	9.86	4.48
5.16	0.18	-0.12	4.63	9.86	4.48
5.17	0.18	-0.12	4.63	9.86	4.48
5.17	0.18	-0.12	4.63	9.86	4.48
5.18	0.18	-0.12	4.64	9.86	4.48
5.18	0.18	-0.12	4.64	9.85	4.49
5.19	0.18	-0.12	4.64	9.85	4.50
5.19	0.18	-0.12	4.65	9.85	4.50
5.20	0.18	-0.12	4.65	9.85	4.50
5.21	0.19	-0.12	4.66	9.86	4.49
5.21	0.19	-0.12	4.66	9.86	4.49
5.22	0.19	-0.12	4.66	9.86	4.50
5.22	0.19	-0.12	4.66	9.85	4.51
5.23	0.19	-0.12	4.67	9.85	4.51
5.23	0.19	-0.12	4.67	9.85	4.51
5.24	0.19	-0.12	4.67	9.85	4.50
5.24	0.19	-0.12	4.68	9.86	4.50
5.25	0.19	-0.12	4.68	9.86	4.50
5.26	0.19	-0.12	4.68	9.86	4.50
5.26	0.19	-0.12	4.69	9.85	4.51
5.27	0.19	-0.12	4.69	9.84	4.52
5.27	0.19	-0.12	4.70	9.85	4.52
5.28	0.19	-0.12	4.70	9.85	4.51
5.28	0.19	-0.12	4.70	9.86	4.50
5.29	0.19	-0.12	4.71	9.86	4.51
5.29	0.19	-0.12	4.71	9.86	4.51
5.30	0.19	-0.12	4.71	9.87	4.50
5.31	0.19	-0.12	4.71	9.89	4.48
5.31	0.19	-0.12	4.72	9.89	4.48
5.32	0.19	-0.12	4.72	9.88	4.49
5.32	0.19	-0.12	4.72	9.87	4.51
5.33	0.19	-0.12	4.73	9.85	4.52
5.33	0.19	-0.12	4.73	9.84	4.54
5.34	0.19	-0.12	4.74	9.83	4.55
5.34	0.19	-0.12	4.74	9.84	4.54
5.35	0.19	-0.12	4.74	9.85	4.53
5.36	0.19	-0.12	4.75	9.85	4.53
5.36	0.19	-0.12	4.75	9.85	4.53
5.37	0.19	-0.12	4.75	9.85	4.54
5.37	0.19	-0.12	4.75	9.85	4.53
5.38	0.19	-0.12	4.76	9.87	4.52
5.38	0.19	-0.12	4.76	9.87	4.51
5.39	0.19	-0.12	4.76	9.86	4.52
5.39	0.19	-0.12	4.77	9.85	4.53
5.40	0.19	-0.12	4.77	9.85	4.54
5.41	0.19	-0.12	4.77	9.85	4.54
5.41	0.19	-0.12	4.78	9.86	4.53
5.42	0.19	-0.12	4.78	9.87	4.52
5.42	0.19	-0.12	4.78	9.86	4.53
5.43	0.19	-0.12	4.79	9.86	4.54
5.43	0.19	-0.12	4.79	9.87	4.53
5.44	0.19	-0.12	4.79	9.87	4.52
5.44	0.19	-0.12	4.80	9.87	4.53
5.45	0.19	-0.12	4.80	9.86	4.54
5.46	0.19	-0.12	4.80	9.85	4.55
5.46	0.19	-0.12	4.81	9.84	4.57
5.47	0.19	-0.12	4.81	9.84	4.57
5.47	0.19	-0.12	4.81	9.84	4.57
5.48	0.20	-0.12	4.82	9.84	4.56
5.48	0.20	-0.12	4.82	9.84	4.56
5.49	0.20	-0.12	4.82	9.84	4.57
5.49	0.20	-0.12	4.83	9.83	4.58
5.50	0.20	-0.12	4.83	9.83	4.58
5.51	0.20	-0.12	4.83	9.84	4.57
5.51	0.20	-0.12	4.83	9.84	4.57
5.52	0.20	-0.12	4.84	9.83	4.58
5.52	0.20	-0.12	4.84	9.83	4.58
5.53	0.20	-0.12	4.84	9.83	4.58
5.53	0.20	-0.12	4.85	9.83	4.59
5.54	0.20	-0.13	4.85	9.84	4.58
5.54	0.20	-0.13	4.85	9.83	4.58
5.55	0.20	-0.13	4.85	9.83	4.59
5.56	0.20	-0.13	4.86	9.82	4.60
5.56	0.20	-0.13	4.86	9.83	4.59
5.57	0.20	-0.13	4.87	9.84	4.59
5.57	0.20	-0.13	4.87	9.84	4.58
5.58	0.20	-0.13	4.87	9.84	4.59
5.58	0.20	-0.13	4.87	9.83	4.60
5.59	0.20	-0.13	4.88	9.83	4.59
5.59	0.20	-0.13	4.88	9.83	4.60
5.60	0.20	-0.13	4.89	9.82	4.60
5.61	0.20	-0.13	4.89	9.83	4.60
5.61	0.20	-0.13	4.89	9.83	4.60
5.62	0.20	-0.13	4.89	9.83	4.61
5.62	0.20	-0.13	4.90	9.83	4.60
5.63	0.20	-0.13	4.90	9.83	4.61
5.63	0.20	-0.13	4.91	9.83	4.61
5.64	0.20	-0.13	4.91	9.82	4.61
5.64	0.20	-0.13	4.91	9.83	4.61
5.65	0.20	-0.13	4.91	9.83	4.61
5.66	0.20	-0.13	4.92	9.83	4.61
5.66	0.20	-0.13	4.92	9.82	4.62
5.67	0.20	-0.13	4.92	9.82	4.62
5.67	0.20	-0.13	4.93	9.82	4.62
5.68	0.20	-0.13	4.93	9.82	4.62
5.68	0.20	-0.13	4.93	9.82	4.62
5.69	0.20	-0.13	4.94	9.82	4.63
5.69	0.20	-0.13	4.94	9.81	4.63
5.70	0.20	-0.13	4.94	9.82	4.63
5.71	0.20	-0.13	4.95	9.83	4.62
5.71	0.20	-0.13	4.95	9.84	4.61
5.72	0.20	-0.13	4.95	9.83	4.62
5.72	0.20	-0.13	4.95	9.83	4.62
5.73	0.20	-0.13	4.96	9.83	4.62
5.73	0.20	-0.13	4.96	9.82	4.63
5.74	0.20	-0.13	4.96	9.82	4.64
5.74	0.20	-0.13	4.97	9.82	4.63
5.75	0.20	-0.13	4.97	9.82	4.64
5.76	0.21	-0.13	4.97	9.83	4.63
5.76	0.21	-0.13	4.98	9.83	4.63
5.77	0.21	-0.13	4.98	9.82	4.64
5.77	0.21	-0.13	4.97	9.81	4.65
5.78	0.21	-0.13	4.98	9.81	4.65
5.78	0.21	-0.13	4.99	9.82	4.65
5.79	0.21	-0.13	4.99	9.83	4.64
5.79	0.21	-0.13	5.00	9.83	4.64
5.80	0.21	-0.13	5.00	9.82	4.65
5.81	0.21	-0.13	5.00	9.81	4.66
5.81	0.21	-0.13	5.01	9.81	4.66
5.82	0.21	-0.13	5.01	9.81	4.66
5.82	0.21	-0.13	5.01	9.83	4.64
5.83	0.21	-0.13	5.02	9.83	4.64
5.83	0.21	-0.13	5.02	9.82	4.65
5.84	0.21	-0.13	5.02	9.81	4.66
5.84	0.21	-0.13	5.02	9.82	4.66
5.85	0.21	-0.13	5.03	9.82	4.65
5.86	0.21	-0.13	5.03	9.83	4.65
5.86	0.21	-0.13	5.03	9.82	4.65
5.87	0.21	-0.13	5.04	9.82	4.66
5.87	0.21	-0.13	5.04	9.82	4.65
5.88	0.21	-0.13	5.05	9.82	4.66
5.88	0.21	-0.13	5.05	9.81	4.67
5.89	0.21	-0.13	5.05	9.80	4.68
5.89	0.21	-0.13	5.05	9.81	4.67
5.90	0.21	-0.13	5.06	9.82	4.66
5.91	0.21	-0.13	5.06	9.82	4.66
5.91	0.21	-0.13	5.06	9.82	4.67
5.92	0.21	-0.13	5.07	9.81	4.68
5.92	0.21	-0.13	5.07	9.81	4.68
5.93	0.21	-0.13	5.07	9.82	4.67
5.93	0.21	-0.13	5.07	9.83	4.67
5.94	0.21	-0.13	5.08	9.83	4.66
5.94	0.21	-0.13	5.08	9.83	4.67
5.95	0.21	-0.14	5.08	9.82	4.68
5.96	0.21	-0.14	5.09	9.82	4.68
5.96	0.21	-0.14	5.09	9.82	4.68
5.97	0.21	-0.14	5.09	9.83	4.67
5.97	0.21	-0.14	5.10	9.83	4.67
5.98	0.21	-0.14	5.10	9.83	4.67
5.98	0.21	-0.14	5.10	9.83	4.67
5.99	0.21	-0.14	5.10	9.82	4.69
5.99	0.21	-0.14	5.11	9.81	4.69
6.00	0.21	-0.14	5.11	9.82	4.69
6.01	0.21	-0.14	5.11	9.82	4.68
6.01	0.21	-0.14	5.12	9.82	4.68
6.02	0.21	-0.14	5.12	9.83	4.68
6.02	0.21	-0.14	5.12	9.82	4.68
6.03	0.22	-0.14	5.13	9.82	4.69
6.03	0.22	-0.14	5.13	9.82	4.69
6.04	0.22	-0.14	5.13	9.81	4.70
6.04	0.22	-0.14	5.14	9.81	4.70
6.05	0.22	-0.14	5.14	9.81	4.70
6.06	0.22	-0.14	5.14	9.81	4.70
6.06	0.22	-0.14	5.15	9.81	4.70
6.07	0.22	-0.14	5.15	9.81	4.71
6.07	0.22	-0.14	5.15	9.81	4.70
6.08	0.22	-0.14	5.15	9.81	4.70
6.08	0.22	-0.14	5.15	9.81	4.71
6.09	0.22	-0.14	5.16	9.81	4.71
6.09	0.22	-0.14	5.16	9.81	4.71
6.10	0.22	-0.14	5.17	9.81	4.71
6.11	0.22	-0.14	5.17	9.81	4.71
6.11	0.22	-0.14	5.17	9.80	4.72
6.12	0.22	-0.14	5.18	9.81	4.72
6.12	0.22	-0.14	5.18	9.81	4.72
6.13	0.22	-0.14	5.18	9.81	4.72
6.13	0.22	-0.14	5.19	9.81	4.72
6.14	0.22	-0.14	5.19	9.81	4.72
6.14	0.22	-0.14	5.19	9.81	4.72
6.15	0.22	-0.14	5.19	9.81	4.72
6.16	0.22	-0.14	5.20	9.81	4.72
6.16	0.22	-0.14	5.20	9.81	4.72
6.17	0.22	-0.14	5.20	9.80	4.73
6.17	0.22	-0.14	5.21	9.79	4.74
6.18	0.22	-0.14	5.21	9.80	4.74
